name,price_low,price_high,rating_num,rating,description
Whirlpool All Stainless Steel and Nickel Self Cleaning Bottom-Load Water Dispenser Water Cooler,$222.23 ,$222.23 ,17,4,"Whirlpool Self Cleaning Bottom Loading Water Cooler
Stainless steel and Nickel"
"Avalon Bottom Load Water Cooler 3 Temp, Stainless/Black",$182.91 ,$182.91 ,618,4.6,"Features: Water Temperature: -Hot, Cold, and Room Temperature. Color/Finish: -Silver. Product Type: -Free-standing. Loading Style: -Bottom loading. Dimensions: Overall Height - Top to Bottom: -41""."
"Honeywell 1540-2471 CFM Outdoor Portable Evaporative Cooler with Triple-Sided Honeycomb Cooling Pad, CO60PM, Gray",$409.00 ,$409.00 ,31,3.9,Swamp cooler for both indoor and outdoor use when humidity level is 60% OR LESS for maximum efficiency
Knox 48 Quart Electric Cooler/Warmer with Dual AC and DC Power Cords (Red),$99.00 ,$99.00 ,1,1,Brand: KnoxUPC: 616639704372Warranty:
Coleman 50-Quart Marine Cooler,$30.99 ,$30.99 ,39,3.8,The Coleman Xtreme Marine 50-Quart Cooler features five-day ice retention and a leak-resistant drain
Coleman 5-Gallon Team Cooler,$24.84 ,$32.99 ,90,4.1,"Screw top lid
Resists dents, scratches and fading"
Liberty Bags Value 6-Pack Cooler,$5.00 ,$14.92 ,4,2.8,"210-denier polyester
Open front pocket for easy embroidery or screenprinting
Leak proof lining"
45QT WHITE COOLER,See details in cart,See details in cart,0,0,nICE CKR-514454 45 Quart Premium Cooler - White
Coleman Excursion Cooler,$17.44 ,$17.44 ,18,4.4,"16-qt cooler
Large enough to hold up to 22 cans
Comfort-grip handle"
"Ozark Trail 73 Quart Cooler Replacement Basket, Black",$10.85 ,$10.85 ,2,5,"Fits Ozark Trail 73 QT High-Performance Cooler
Use to store food items or other dry goods that you don't want to get wet
Removable and washable"
Arctic King Premium 24-Bottle Wine Cooler,$129.99 ,$129.99 ,26,4.1,"24-bottle capacity
LED display
Touch control
Slide-out shelves
Interior LED light
Adjustable legs for leveling
Recessed handle
Temperature"
Costway Outdoor Insulated Fishing Hunting Cooler Ice Chest 40 Quart Heavy Duty,$105.99 ,$105.99 ,74,4.9,"PERFECT TRAVEL SIZE: Compact Cooler Holds Up to 84 Pounds of Ice ,Overall Dimension: 23.8""x13.1""x14.8""(LXWXH) ,Inner Size: 19.29""x9.44""x10.63""(LXWXH), Ice retention time: up to 11 days Drain plug"
Igloo?? Legend??? 5 qt. Cooler,$14.50 ,$14.50 ,12,4.5,"6 can capacity
Insulated to keep items cool
Handle folds flat for easy stacking and storage"
nICE CKR-508606 75 Quart Ice Blue Cooler,$209.99 ,$209.99 ,0,0,nICE CKR-508606 75 Quart Light Premium Cooler - Blue
"Engel Coolers 19 Quart 32 Can Lightweight Insulated Ice Cooler Drybox, Grassland",$64.99 ,$64.99 ,9,4.7778,UC19C1
Igloo Stainless Steel 54-Qt Cooler,$153.99 ,$153.99 ,19,4.6,"54 qt capacity
Includes a bottle opener on the front
Cool Riser Technology"
"Capri Sun Pacific Cooler Juice Drink, 30 - 6 fl oz Pouches",$6.48 ,3.6??/fl oz,8,4.9,Capri Sun Cs 30pk Pacfc Cooler
Crazy Coolers RED 4Stroke Motorized All Terrain 49CC Cooler w/ Wheelie Bar,"$1,098.00 ","$1,098.00 ",0,0,"- MOTORIZED COOLER W/ 4/STROKE ENGINE, 49CC, 2+HP- 4 WHEEL STABILITY MADE FOR ALL TERRAIN CONDITIONS- 48L LOCKING COOLER"
Arctic Zone 40 Can Zipperless cooler with SmartShelf,$34.74 ,$34.74 ,1,5,"This spacious cooler features our unique ?flip-open?, patented Zipperless? lid that allows quick access to food and drinks.
Durable HardBody?? liner with SmartShelf? inside.  The"
"ROADPRO RP12SB Cooler Bag,Soft Sided,12V",$37.70 ,$37.70 ,3,3.7,Brand: ROADPROUPC: 045464230280Weight: 3.62
Rubbermaid Victory 48-Quart Cooler,$16.88 ,$16.88 ,41,4.3,"Double walled, hinged, domed lid
Fold-able, no pinch handles
Holds up to 56 cans plus ice"
Ozark Trail 36-Can Expandable Top Soft-Sided Cooler. Red,$17.97 ,$17.97 ,146,4.1,"36 Can Capacity
3"" expandable top for dry storage
Removable hard liner
Adjustable shoulder strap"
Igloo Realtree?? Cooler Backpack,$32.84 ,$32.84 ,16,4.8,"Exterior storage pockets in a variety of sizes
Quick-access drink holders
Adjustable, padded comfort straps for hands-free carrying convenience"
Igloo 10 Gallon Water Cooler,$39.88 ,$39.88 ,43,4.7,"Recessed and angled drip-resistant spigot
10-Gallon capacity
Cooler maintains ice for 3 days at 90 degrees F"
Picnic at Ascot 60 Can Collapsible Rolling Picnic Cooler,$63.99 ,$63.99 ,3,4.3,"Made of 600D poly-canvas material in blue
Comes with retractable handle
Ergonomic side handles for easy access
60 can capacity cooler with wheels for easy access"
"Capri Sun Pacific Cooler Mixed Fruit Flavored Juice Drink Blend, 10 ct - Pouches, 60.0 fl oz Box",$2.22 ,$2.22 ,32,4.4,Bundle and save. Get more and spend less when you buy these items together. See individual items for a complete description.
"Long-Lasting Ice Pack for Coolers, Lunches, Camping, Fishing, and More, Tundra Series by Arctic Ice, Reusable Large Ice Pack",$15.09 ,$15.09 ,5,3.6,"Long-Lasting Reusable Ice Pack 
Great for tailgating, coolers, lunches, traveling, parties, camping, fishing, hunting and injuries
Reusable up to 100,000 times"
Zimtown Portable Rolling Cooler w/Table & 2 Foldable Fishing Chair for Outdoor Camping,$83.88 ,$83.88 ,3,2.7,"Capacity:28 L
Blue or red color looks great anywhere
Ideal for cars with limited space, children, and quick trips
Unfolding Dimensions: (41.33 x 18.50 x 16.34)"""
"RCA, 28 Bottle Thermoelectric Wine Cooler (RFRW284H)",$134.99 ,$134.99 ,23,3.5,"28-bottle capacity
High-efficiency heat pipe system
Auto defrost 28-bottle wine cooler
See-through glass door
RCA wine cooler has soft interior lighting with on/off"
"Coleman 40-Quart Portable PowerChill Thermoelectric Cooler, Without Wall Adapter",$73.25 ,$73.25 ,90,3.7,"The iceless cooler chills everything inside to 40???? below the surrounding temperature
Large enough to hold 44 cans and works as a chest or upright like a small refrigerator
Plug it"
NorChill BoatBag 48 Can Marine Soft Cooler,$68.99 ,$68.99 ,2,5,UV resistant PVC Tarpaulin Shell Dual Temp Insulation System
American Maid 5 gal Water Bottle,$10.88 ,$10.88 ,368,4.5,"BPA Free
Recycle code 1
53 mm cap size"
Coleman 62-Quart Xtreme 5-Day Heavy-Duty Cooler with Wheels,$56.00 ,$56.00 ,34,4.6,Coleman 62 Qt Wheeled Slate
Igloo Cooler Standard Plastic Latch,$7.99 ,$7.99 ,91,4.6,"1 latch, 1 latch post, 3 stainless steel screws, assembly instructions
Rugged and durable for long cooler life"
"Engel 19 Quart 4.75 Gallon Hard Sided Live Bait Fishing Dry Box Cooler, White",$94.99 ,$94.99 ,3,3,EGL LIVE BAIT COOLER 19
"Igloo 5-Gallon Beverage Roller, Majestic Blue",$29.97 ,$29.97 ,51,3.8,"Cool Riser Technology
Leak-resistant lid
Elevated design"
Coleman 36-Quart Personal Cooler,$24.25 ,$33.09 ,12,4.3,"Holds 46 cans
ThermOZONE insulation
4 cup holders in the lid"
Rubbermaid 10 Quart Modern Blue Personal Cooler,$31.64 ,$31.64 ,20,4.2,"Stain and odor resistant
Easy to clean liner"
Koolatron P27 12V Voyager Travel Electric Cooler and Warmer (29 Quarts/27.5 Liters),$116.52 ,$116.52 ,11,4.3,""" Thermoelectric 12 volt Cooler"" Use it horizontally or vertically"" Powers from 12V outlet"" AC adapter optional for use at 110V"
"Reusable Ice Pack for Coolers, Lunches, Camping, Fishing, and More, Tundra Series by Arctic Ice, Long-Lasting Medium Ice Pack",$12.45 ,$12.45 ,4,3,"Long-Lasting Reusable Ice Pack 
Great for tailgating, coolers, lunches, traveling, parties, camping, fishing, hunting and injuries
Reusable up to 100,000 times"
"MightySkins Skin For YETI 110 qt Cooler Lid, 125 160 75 105 | Protective, Durable, and Unique Vinyl Decal wrap cover Easy To Apply, Remove, Change Styles Made in the USA",$29.99 ,$79.99 ,0,0,"This is NOT A HARD CASE (Skin Decal Only). It is a vinyl skin/decal sticker and is NOT made of rubber, silicone, gel or plastic. Device shown not included."
Ozark Trail 52 qt High Performance Cooler,$123.00 ,$123.00 ,293,3.9,"Premium insulation keeps ice for more than 7 days
Roto-molded, seamless, one-piece construction with UV-resistant exterior
Air-tight super-seal gasket"
Koolatron P95 12V Travel Saver Electric Cooler and Warmer (45 Quarts/43 Liters),$178.45 ,$178.45 ,11,4.4,"Environmentally friendly cooling system
Domed lid design
45 qt capacity"
Igloo Quantum 12 Cooler,$17.99 ,$17.99 ,5,5,Igloo 18-Can/12 Quart Cooler - Blue
Rubbermaid FG2A9102MODBL 45 Quart Wheeled Cooler Assorted Colors,$71.90 ,$71.90 ,104,3.5,"Durable, retractable metal and plastic pull handle
Rugged wheels
Holds 67 cans plus ice"
Igloo Sport 1/2 Gal Jug with Hooks,$18.22 ,$44.00 ,54,3.9,"Chain links hooks integrated in handle
Wide-mouth spout
Leak-resistant flip cap and lid"
22QT GREY COOLER,$99.99 ,$100.91 ,2,3,nICE CBF-517554 22 Quart Premium Cooler - Grey
Polar Bear Coolers 24 Pack Soft Cooler,$99.89 ,$109.95 ,5,4.4,"Made with tear-resistant outer shell and leakproof liner
Holds 24 individual 12-ounce cans along with 10 pounds of ice
Manufacturer warranty: 1-year warranty
Fitted with"
NewAir AF-1000B Black Portable Evaporative Cooler,$119.00 ,$150.79 ,117,3.6,"2-in-1 Evaporative Cooler (Swamp Cooler) and Fan
300 sq. ft.
Large Water Tank / Large 21 qt. Water Tank
Easy Glide Casters"
Preferred Nation Seated Cooler Backpack,$29.15 ,$33.22 ,4,5,Holds up to 12 cans. Fron zipper compartment has a large foam padded. Cooler. Spacious to carry a change of clothes. Padded sleeve for a tablet. Outside has light but heavy duty frame that holds up to
Coleman 36 Qt. Performance Marine Picnic Cooler,$38.46 ,$38.46 ,12,4.2,"Insulated case for 3 day ice retention
The molded handles makes it comfortable to carry"
"Portable Evaporative Air Cooler & Tower Fan with Remote, EC111W, White",$189.99 ,$189.99 ,43,3.6,"Power cord length: 6 feet
Manufacturer warranty: 1-year warranty
Remote control included
Hose connection: No
Specifications:
Lightweight and portable design"
Coleman 50 Qt. Marine Xtreme Rolling Cooler,$62.30 ,$62.30 ,3,4.7,"Take the new, stylish performance of a 50 Quart Marine Wheeled Xtreme 5 Cooler with you on the boat. While your friends revel in the sleek new look, you'll enjoy the added improvements that better"
"NewAir Silent Wine Cooler 28 Bottle Digital Control Freestanding Fridge, AW-281E Stainless Steel",$222.36 ,$222.36 ,18,3.9,"28 Bottle
Freestanding Wine Fridge
Quiet Operation
Chrome Shelves
Stainless Steel"
"Engel 13 Quart Compact Durable Ultimate Leak Proof Outdoor Dry Box Cooler, White",$55.99 ,$55.99 ,4,4.5,UC13
Arctic Air Ultra Portable in Home Air Cooler As Seen on TV,$39.88 ,$39.88/yd,217,2.3,"Cools, Humidifies And Purifies Any Space! Hydro Chill Technology- Turns Hot Air Into Cool Refreshing Air"
"Personal Portable Air Conditioner Evaporative Cooler - Quickly Cools Any Space, 4 IN 1- Mini AC Space Cooler, Air Purifier, Humidifier & Quiet Fan For Bedroom, Desktop & Office - 7 Color LED Light",$8.95 ,$31.90 ,44,2.8,"PORTABLE, EASY TO USE & USB CHARGING DESIGN - Personal conditioner sits conveniently on any desk and is easy to transport around. Its low power consumption allows you to easily use this anywhere there"
"Morpilot 10 inch Memory Foam and Innerspring Hybrid Mattress/bed in a Box, Sleeps Cooler, Individual Pocket Spring, Motion Isolation, Breathable Comfortable, Full Size,10-Year Warranty",$226.99 ,$319.98 ,37,4.5,
"Ozark Trail 50 Can Leaktight Cooler w/ Heat Welded Body, Gray",$68.00 ,$68.00 ,18,4.5,"50 Can Capacity
Removable Padded Shoulder Strap
Easy Access Large Entry Opening"
"Long-Lasting Ice Pack for Coolers, Lunches, Camping, Fishing, and More, Tundra Series by Arctic Ice, Reusable X-Large Ice Pack",$21.19 ,$21.19 ,4,3,"Long-Lasting Reusable Ice Pack 
Great for tailgating, coolers, lunches, traveling, parties, camping, fishing, hunting and injuries
Reusable up to 100,000 times "
Coleman Heritage 150-Quart Marine Cooler,$110.31 ,$110.31 ,3,4.3,"Hard-sided
Holds 223 cans"
Ozark Trail 12-Ounce Vacuum Insulated Stainless Steel Can Cooler,$6.74 ,$6.74 ,594,4.5,"Double-wall vacuum insulation
Sweat-free
Durable, rust-proof
BPA-free"
"Primo Deluxe Bottom Loading ENERGY STAR Hot/Cool/Cold Water Dispenser, Pewter, Model 601089",$126.35 ,$126.35 ,119,4.3,"Coupons for Primo water included - Redeemable at most Walmart locations
Dispenses ice-cold, cool, and piping-hot water
Easy bottom loading design eliminates"
Rolling Cooler,$33.99 ,$33.99 ,3,2.3,"Features:
Economical, extra-large capacity cooler is perfect for a big party
Keeps up to 36 cans cool
Sturdy pull-up handle and wheels take the load off and make it easy to roll"
K2 Coolers Summit 50-quart Cooler,$226.99 ,$405.90 ,0,0,"1-piece, roto-molded construction for extreme toughness and durability
Constructed of food-grade material that is UV-resistant and DryIce compatible"
Igloo 55 Quart Sportsman Cooler,$323.62 ,$323.62 ,108,3.9,"Keeps ice for 7 days
Raised, textured work surface
Aluminum hinges and T-grip latches"
"Coleman Xtreme Series Portable Cooler, 70 Quart",$55.79 ,$55.79 ,19,4.7,"Take the new, stylish convenience of a Coleman?? 70 Quart Xtreme?? 5 Cooler with you to the party-at the tailgate, BBQ or campsite. While your friends revel in the sleek new look, you'll enjoy the added"
"CreekKooler PuP Floating Cooler ? 15 Quart, Towable, Orange",$85.29 ,$99.95 ,1,4,15QT FLOATING COOLER ORNG
Avanti Quiet 12-Bottle Thermoelectric Counter-top Wine Cooler - Stores Open Bottles!,$124.99 ,$124.99 ,54,4.3,Display your love of vino with the Avanti Thermoelectric Wine Cooler that stores up to 12 wine bottles on any available counter top. With an innovative design that allows horizontal and vertical
"Coleman Coastal Xtreme Series Marine Portable Cooler, 100 Quart",$58.54 ,$58.54 ,80,4.6,"Holds 13 cans, more than 5 cases of soda
Xtreme 5 Technology keeps ice up to 5 days in temperatures up to 9-degree F (32.22-degree C)
Antimicrobial additive"
"Long-Lasting Ice Pack for Coolers, Lunches, Camping, Fishing, and More, Chillin' Brew Series by Arctic Ice, Reusable X-Large Ice Pack",$24.67 ,$24.67 ,7,4.4,"Long-Lasting Reusable Ice Pack 
Great for tailgating, coolers, lunches, traveling, parties, camping, fishing, hunting and injuries
Reusable up to 100,000 times"
"Engel 8.7 Gallon 42 Can 35 High Performance Seamless Roto Molded Ice Cooler, Tan",$199.99 ,$199.99 ,11,4.9091,"- ""IGBC Certified Bear Resistant Container"" - molded on rear lid of cooler- Up to 10 days Ice Rentention- Dry ice compatible"
Preferred Nation P7655 24-Pack Camo Cooler Camo OSFA,$19.99 ,$19.99 ,0,0,"Dimensions: 7L x 12W x 11H in.
Made of durable polyester
Camouflage color
Holds up to 24 cans
Front compartment is designed to keep food warm
2 side pockets"
"Whirlpool Automatic Self Cleaning, Bottom Loading, Commercial Water Dispenser Water Cooler, Stainless Steel with Ice Chilled Water Cooling Technology, Steaming Hot Water and Digital Control Panel",$220.44 ,$220.44 ,20,4.5,"Automatically self cleans the water cooler reservoir several times a day
Digital control panel for monitoring self cleaning and water temperature
Hides the bottle in the bottom"
"Long-Lasting Ice Pack for Coolers, Lunches, Camping, Fishing, and More, Alaskan Series by Arctic Ice, Reusable X-Large Ice Pack",$23.84 ,$23.84 ,2,5,"Arctic Ice 5 Pound Reusable Ice Pack 
Great for tailgating, coolers, lunches, traveling, parties, camping, fishing, hunting and injuries
Reusable up to 100,000 times"
Costway Evaporative Portable Air Conditioner Cooler Fan Anion Humidify W/ Remote Control,$115.99 ,$115.99 ,17,3.1,"User-friendly LED control panel
4 caster wheels make it easy to move from room to room
Water tank capacity : 6.5L
Fan mode : Normal/Natural/Sleeping
Fan speed :"
Ozark Trail 24-Can Thermal Insulated Cooler Backpack,$14.95 ,$14.95 ,110,3.8,"Large thermal insulated main compartment with a zipper closure
Two side mesh pockets, to keep you organized while offering easy accessibility
Thickly padded back with an air mesh"
Coleman 100-Quart Xtreme 5 Cooler,$64.25 ,$64.25 ,73,4.5,Easy to use
Coca-Cola 85 Can Stainless Steel Ice Chest with Bottle Opener (54 Quarts/51 Liters),$160.37 ,$249.99 ,5,4.2,"Coca-Cola branded ice chest - Ideal for camping, sports games, road trips, picnics, and more
Large 54 Quarts (51"
Ozark Trail 24 Can Soft Side Cooler w/ Removable Hardliner,$14.97 ,$14.97 ,18,4.4,"Ozark Trail 24 Can Cooler
Removable Plastic Hard Liner
Adjustable Shoulder Strap 
Exclusive to Walmart"
"Long-Lasting Ice Pack for Coolers, Lunches, Camping, Fishing, and More, Alaskan Series by Arctic Ice, Reusable Large Ice Pack",$16.50 ,$16.50 ,3,4.3,"Arctic Ice Long-Lasting Reusable Ice Pack 
Great for tailgating, coolers, lunches, traveling, parties, camping, fishing, hunting and injuries
Reusable up to 100,000 times"
"CoreLife Insulin Cooling Case, Protective Travel Diabetic Medication Holder Cooler and Organizer Kit with 3 Ice Packs and Insulated Liner, Black",$22.99 ,$22.99 ,0,0,"Ensures insulin is colder for longer with food grade insulation
Keep ice packs in a freezer for at least 8 hours (or overnight) to be ready for use
Holds all of your insulin needs"
Igloo Maxcold 50 Blue,$57.47 ,$57.63 ,14,3.9,"Ultratherm insulation in body and lid helps keep things cold
Snap-fit latch firmly secures lid closure
Reinforced swing-up handles helps when lifting a full cooler"
Igloo 72-Quart Super-Tough STX Cooler,$145.02 ,$145.02 ,25,4.7,"Stainless steel latch, hinges and screws
Bolt-through comfort grip handles
Cool Riser technology"
"NewAir Beverage Refrigerator 90 Can Capacity Center, Soda Beer Cooler, AB-850 Stainless Steel",$259.99 ,$259.99 ,74,4.5,"Newair AB-850 84-Can Stainless Steel Beverage Cooler:
Compressor cooling system
84 can storage
34 to 64 degrees F temperature range
Newair beverage cooler with LED"
Zodaca Large Pinic Travel Outdoor Party Beach Food Drink Water Storage Camping Zip Cooler Bag,$21.99 ,$21.99 ,2,5,"Zodaca Large Pinic Travel Outdoor Party Beach Food Drink Water Storage Camping Zip Cooler BagPackage Includes
Large Pinic Camping Cooler Bag, Black Houndstooth x 1
Item Description
Large"
Coleman Steel-Belted Portable 54 Quart Cooler - Green,$80.06 ,$106.63 ,242,4.4,"Large 54 qt. capacity holds up to 85 cans
Solid steel latch secures the lid; stainless-steel hinges and screws resist rusting and breakage
Large, sturdy stainless-steel handles"
nICE 75qt Premium Cooler,$219.99 ,$268.87 ,0,0,nICE CKR-514539 75 Quart Seafoam Premium Cooler - Green
Ozark Trail -2 Degree Extra Cold 2lb Ice Substitute (Medium),$9.97 ,$9.97 ,3,2.7,Ozark Trail -2 Deg Extra Cold Med Bottle
"Suncast Wicker Patio Cooler Cart with Cabinet, DCCW3000",$129.00 ,$129.00 ,147,4,"77-qt cooler holds 72 cans or 6 two-liters
2 locking and 2 non-locking casters for portability
Wire basket holds additional accessories"
Coleman 45 qt Performance Wheeled Cooler,$44.39 ,$44.39 ,7,2.9,"Keeps the Ice! up to 3 days at temperatures up to 90 degrees Fahrenheit
Holds 70 cans
Added height"
"Magic Chef MCWC28B Wine Cooler, 28 Bottle, Black",$170.99 ,$170.99 ,31,4.6,"Magic Chef Mcwc28b 28-Bottle Wine Cooler:
28-bottle capacity
Quiet thermoelectric cooling
Electronic control panel with LED display
Temperature range: 50 degrees F -"
